견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
포메라니안,포메라니안,"Black, Brown, White",2020.01,1.2,2.0,http://www.animal.go.kr/files/shelter/2021/01/202103041003283.jpg,Y,M,N,"코주변 입이 검색, 사람을 잘 따름",서울특별시 용산구,1,1,2,0,1,Y
믹스,믹스,"Black, White",2021.01,1.2,8.5,http://www.animal.go.kr/files/shelter/2022/02/202203011603987.jpg,Y,F,Y,"엠버온순함, 사람 엄청 좋아함",경상남도 창원시,0,1,8,1,0,Y
믹스,믹스,"Black, White",2022.01,0.5,2.05,http://www.animal.go.kr/files/shelter/2022/07/202207181807387.jpg,Y,F,N,"가정집 마당에 유기, 꼬물이",강원도 강릉시,0,0,2,1,1,Y
믹스,믹스,"Black, White",2022.01,1.0,8.0,http://www.animal.go.kr/files/shelter/2022/12/202301021501185.jpg,Y,M,N,미간흰줄,인천광역시 계양구,0,1,8,0,1,Y
코카스파니엘,코카스파니엘,"Black, Brown, White",2021.01,0.8,4.72,http://www.animal.go.kr/files/shelter/2021/10/202110110010529.jpg,Y,M,N,푸른 꽃무늬 가슴띠 착용,인천광역시 강화군,1,0,5,0,1,Y
믹스,믹스,"Black, Brown",2023.01,0.7,2.0,http://www.animal.go.kr/files/shelter/2023/07/202309261209717[1].jpg,Y,F,N,1달애기 순하고 사람좋아함,경기도 하남시,0,0,2,1,1,Y
믹스,믹스,"Black, White",2022.01,0.2,2.7,http://www.animal.go.kr/files/shelter/2022/03/202203232103393.jpg,Y,M,N,온순하고 사람을 좋아함,전라북도 완주군,0,0,3,0,1,Y
믹스,믹스,Brindle,2019.01,3.6,8.0,http://www.animal.go.kr/files/shelter/2022/08/202208191508424.jpg,Y,F,N,온순한 편,경기도 양평군,0,3,8,1,1,Y
믹스,믹스,Brown,2021.01,0.3,2.0,http://www.animal.go.kr/files/shelter/2021/05/20210503200567.jpg,Y,M,N,"아가, 두마리 함께 입소, 귀여움",경기도 광주시,0,0,2,0,1,Y
믹스,믹스,White,2021.01,2.1,8.0,http://www.animal.go.kr/files/shelter/2023/01/20230213190294.jpg,Y,F,N,녹색몰줄 착용,전라북도 전주시,0,2,8,1,1,Y
시츄,시츄,"Black, Brown, White",2018.01,3.1,8.0,http://www.animal.go.kr/files/shelter/2021/01/202102131002261.jpg,Y,M,Y,"밀리터리옷, 전체미용, 복돌이",경기도 안산시,1,3,8,0,0,Y
푸들,푸들,White,2019.01,3.4,6.0,http://www.animal.go.kr/files/shelter/2022/04/202205251105630.jpg,Y,F,U,,경기도 고양시,1,3,6,1,2,Y
포메라니안,포메라니안,Brown,2020.01,3.3,3.6,http://www.animal.go.kr/files/shelter/2023/05/202305081705864.jpg,Y,M,Y,"빨간목줄, 리드줄, 순함, 왼쪽 눈 충혈, 칩있음",경기도 안산시,1,3,4,0,0,Y
믹스,"포메라니안, 스피츠",White,2023.01,0.4,3.5,http://www.animal.go.kr/files/shelter/2023/05/202305252305148.jpg,Y,M,N,"폼피츠, 건강, 순함",경상북도 안동시,0,0,4,0,1,Y
